country,year,date,latitude,longitude,yield,maxyield,name
US,1985,491112000,37.2973,-116.4381,20,150,Serena
US,1985,492840000,37,-116,NaN,20,Cebrero
US,1985,493099200,37.0023,-116.043,NaN,20,Chamita
US,1985,496641600,37.0898,-116.0018,NaN,20,Ponil
US,1985,497678400,37,-116,NaN,20,Mill Yard
US,1985,497678400,37.2097,-116.2101,NaN,20,Diamond Beech
US,1985,498283200,37.1099,-116.1214,20,150,RoqueforT
US,1985,499496400,37,-116,NaN,20,Abo
US,1985,504594000,37.2378,-116.4727,20,150,Goldstone
US,1986,511851600,37.083,-116.0661,29,NaN,Glencoe
US,1986,513493200,37.2183,-116.1831,NaN,20,Mighty Oak
US,1986,514357200,37,-116,NaN,20,Mogollon
US,1986,514530000,37.2641,-116.4402,20,150,Jefferson
US,1986,517032000,37.125,-116.0604,NaN,20,PanaminT
US,1986,518328000,37.0983,-116.0155,20,150,Tajo
US,1986,521956800,37.2787,-116.3556,119,NaN,Cybar
US,1986,522561600,37.1427,-116.0711,NaN,20,Cornucopia
US,1986,526190400,37,-116,NaN,20,Galveston
US,1986,526795200,37.0691,-116.0497,NaN,20,Aleman
US,1986,528436800,37.3001,-116.3074,20,150,Labquark
US,1986,529819200,37.2202,-116.4616,20,150,BelmonT
US,1986,532328400,37.1004,-116.0481,20,150,Gascon
US,1986,534834000,37.263,-116.4117,20,150,Bodie
US,1987,539326800,37.1811,-116.0484,NaN,60,Hazebrook-Emerald (Green)
US,1987,540018000,37.0107,-116.0447,NaN,20,Tornero
US,1987,543042000,37.2102,-116.2086,NaN,20,Middle Note
US,1987,545716800,37.2479,-116.5091,20,150,Delamar
US,1987,546062400,36.9831,-116.0046,NaN,20,Presidio
US,1987,546753600,37.233,-116.4231,20,150,Hardin
US,1987,550987200,37.1936,-116.035,NaN,20,Brie
US,1987,551160000,37.22,-116.1778,NaN,20,Mission GhosT
US,1987,552024000,36.9986,-116.0431,NaN,20,Panchuela
US,1987,555825600,37.061,-116.0453,20,150,Tahoka
US,1987,559454400,37.228,-116.3747,20,150,Lockney
US,1987,561960000,37.1419,-116.0787,20,150,Borate
US,1987,565333200,36.9964,-116.0045,NaN,20,Waco
US,1987,565419600,37.2347,-116.1634,NaN,20,Mission Cyber
US,1988,571899600,37.3144,-116.4715,20,150,Kernville
US,1988,576388800,37.0132,-116.0443,NaN,20,Abilene
US,1988,579499200,37.1244,-116.0721,NaN,150,Schellbourne
US,1988,580190400,37.0325,-115.9873,NaN,150,Laredo
US,1988,581227200,37.2601,-116.4411,NaN,150,Comstock
US,1988,582955200,37,-116,NaN,150,Nightingale
US,1988,582955200,37.1662,-116.0722,NaN,150,Rhyolite
US,1988,584251200,37.2524,-116.3767,NaN,150,Alamo
US,1988,587793600,37.2972,-116.3065,NaN,150,Kearsarge
US,1988,588312000,36.99,-116.01,NaN,40,Harlingen-A
US,1988,588916800,37.0859,-116.0685,NaN,150,Bullfrog
US,1988,592718400,37.089,-116.0493,NaN,150,DalharT
US,1988,595054800,37,-116,NaN,40,Monahans-A
US,1988,597646800,37,-116,NaN,40,Kawich A-White
US,1988,597733200,37.199,-116.2094,NaN,150,Misty Echo
US,1989,603090000,37.0768,-116.0006,20,150,Texarkana
US,1989,604299600,37.1285,-116.122,NaN,40,Kawich-Red
US,1989,605422800,37.1428,-116.0669,20,150,IngoT
US,1989,611208000,37.1076,-116.1209,NaN,60,Palisade-1
US,1989,612158400,37.0859,-116.0551,NaN,20,Tulia
US,1989,614491200,37.2829,-116.4123,20,150,ContacT
US,1989,614923200,37.2755,-116.3536,20,150,Amarillo
US,1989,621748800,37.2359,-116.1629,NaN,20,Disko Elm
US,1989,625813200,37.2631,-116.4907,20,150,Hornitos
US,1989,627109200,37.1065,-116.0134,NaN,20,Muleshoe
US,1989,630133200,37,-116,NaN,40,Whiteface-A
US,1990,637045200,37.1125,-116.0552,20,150,Metropolis
US,1990,639374400,37,-116,NaN,20,Bowie
US,1990,645249600,37.2616,-116.4201,20,150,Bullion
US,1990,645940800,36.9928,-116.0045,NaN,20,Austin
US,1990,648878400,37.2069,-116.2143,NaN,40,Mineral Quarry
US,1990,653803200,37,-116,NaN,40,Sundown-A
US,1990,654408000,37,-116,NaN,20,Ledoux
US,1990,655704000,37.2479,-116.4942,20,150,Tenabo
US,1991,668408400,37.1044,-116.074,NaN,60,Coso-Bronze
US,1991,670741200,37.2961,-116.3129,20,150,Bexar
US,1991,671774400,37.2454,-116.4416,20,150,Montello
US,1991,682228800,37.0873,-116.0018,NaN,20,Floydada
US,1991,684820800,37.2256,-116.4281,20,150,Hoya
US,1991,685252800,37.2357,-116.1664,NaN,20,DistanTZenith
US,1991,687758400,37.0634,-116.0453,20,150,Lubbock
US,1992,701586000,37.2725,-116.3598,20,150,Junction
US,1992,704606400,37,-116,NaN,20,Diamond Fortune
US,1992,708926400,37.0054,-116.0101,NaN,20,Victoria
US,1992,709272000,37.1239,-116.0312,NaN,60,Galena-Yellow
US,1992,716788800,37.2069,-116.2099,NaN,20,Hunters Trophy
US,1992,717220800,37,-116,NaN,20,Divider
Unknown,1979,306820800,-46.36,37.57,NaN,NaN,-
